label,tweet,clean_text_dl,clean_text_classical
fear,"Selalu menyimpan pemikiran/kekhawatiran hanya pada diri sendiri karena takut semua orang nampak baik2 saja, hingga lupa rasanya berkawan itu melegakan",selalu menyimpan pemikirankekhawatiran hanya pada diri sendiri karena takut semua orang menampak baik saja hingga lupa rasanya berkawan itu melegakan,selalu simpan pemikirankekhawatiran diri sendiri takut semua orang tampak baik hingga lupa rasa kawan lega
anger,Bayangin ya klo kita ga suka ama seseorang masa harus di paksa suka sih duh saya mah ga bisa kaya gtu ga bisa drama ga demen ya gak biarpun bnyak duit mah klo ga suka mah ga suka aja .. iya gak sih ?,bayangkan ya kalo kita enggak suka sama seseorang masa harus di paksa suka sih duh saya mah enggak bisa kayak begitu enggak bisa drama enggak demen ya enggak biarpun banyak duit mah kalo enggak suka mah enggak suka saja iya enggak sih,bayang kalo enggak suka sama orang masa paksa suka sih duh mah enggak kayak enggak drama enggak demen enggak biarpun banyak duit mah kalo enggak suka mah enggak suka iya enggak sih
anger,"Mereka mereka kerjaannya nongkrong tiap hari buka diluar tiap hari, sekalinya d kasih acar buat semuanya termasuk mereka - mereka di kasih yg worth it dengan budget segitu malah gamau dengan beribu alesan mereka dan akhirnya gajadi. Puki",mereka mereka kerjaannya nongkrong tiap hari buka diluar tiap hari sekalinya di kasih acar buat semuanya termasuk mereka mereka di kasih yang worth itu dengan budget segitu malah enggak mau dengan beribu alesan mereka dan akhirnya gajadi puki,kerja nongkrong tiap hari buka luar tiap hari sekali kasih acar buat semua masuk kasih worth budget segitu malah enggak mau ibu alesan akhir gajadi puki
fear,"Selalu takut kalo private chat ke dosen. Takut kesalahan beberapa tahun lalu keulang. Salah kirim selfi ke dosen, niatnya buat gendakan q malah kekirim ke dosen:& posenya gabanget pun mecucu mecucu minta dikasih nilai C bgt pokoknya.",selalu takut kalo private chat ke dosen takut kesalahan beberapa tahun lalu keulang salah kirim selfi ke dosen niatnya buat gendakan ku malah kekirim ke dosen posenya gabanget pun mecucu mecucu meminta dikasih nilai sih banget pokoknya,selalu takut kalo private chat dosen takut salah beberapa tahun lalu ulang salah kirim selfi dosen niat buat gendak ku malah kirim dosen pose gabanget mecucu mecucu minta kasih nilai sih banget pokok
anger,"[USERNAME] [USERNAME] Memangnya siapa stakeholdernya DPR?  Ya, rakyat juga. Jaman udah canggih, ngga mungkin dikirim pake selebaran ke puluhan juta org cuma buat kasih tau org DPR ngapain aja. Pakai twitter bisa. Anda bisa baca tweetnya dan bisa balas",memangnya siapa stakeholdernya dpr ya rakyat juga jaman sudah canggih enggak mungkin dikirim pakai selebaran ke puluhan juta orang cuma buat kasih tau orang dpr mengapai saja pakai twitter bisa anda bisa baca tweetnya dan bisa balas,memang siapa stakeholdernya dpr rakyat jaman canggih enggak mungkin kirim pakai selebaran puluh juta orang cuma buat kasih tau orang dpr kapai pakai twitter baca tweetnya balas
happy,"Special thanks for you,... Masih tetap menganggap ku sebagai adek, tak pernah sekalipun menyakiti ku, masih menghargai ku dengan apa yang ku lakukan...",special thanks for you masih tetap menganggap ku sebagai adek tak pernah sekalipun menyakiti ku masih menghargai ku dengan apa yang ku lakukan,special thanks tetap anggap ku adek tak pernah sekalipun sakit ku harga ku apa ku laku
anger,[USERNAME] Semen indonesia belum nambang loh di Rembang...malah ada perusahaan yg lokasi hanya 200 meter dr areal tambang semen tidak pernah diprotes dan ini sudah bertahun2 lamanya...knp kok pas semen diprotes?,semen indonesia belum nambang loh di rembangmalah ada perusahaan yang lokasi hanya meter dari areal tambang semen tidak pernah diprotes dan ini sudah bertahun lamanyaknp kok pas semen diprotes,semen indonesia nambang loh rembangmalah usaha lokasi meter areal tambang semen pernah protes tahun lamanyaknp kok pas semen protes
happy,hapy weding sri & rori menjadi keluarga kecil di dalam tuhan god bles us!,hapy weding sri rori menjadi keluarga kecil di dalam tuhan god bles us,hapy weding sri rori jadi keluarga kecil tuhan god bles us
happy,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung [USERNAME] Break a leg!!! [URL],congratulation semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung break a leg,congratulation moga lancar sempat pandang orang orang panggung break leg
sadness,"Gegara td malem treak treak gemash ngliat indo kalah 2-1 sm thailand di kandang sendiri, kini tenggorokan minta digaruk -_________- yg nonton td mlm ngacung coba? Kalean tim mana nih?",gegara tadi malam treak treak gemash ngliat indonesia kalah sama thailand di kandang sendiri kini tenggorokan meminta digaruk yang menonton tadi malam ngacung coba kalean tim mana nih,gegara tadi malam treak treak gemash ngliat indonesia kalah sama thailand kandang sendiri kini tenggorok minta garuk tonton tadi malam ngacung coba kalean tim mana nih
happy,"aya udah rapi belom rambutnya??? abis bangun tidur nih cantik ya mantul dah Febby Nathania Elvarette, teman terkebo [URL]",aya sudah rapi belum rambutnya habis bangun tidur nih cantik ya mantul deh febby nathania elvarette teman terkebo,aya rapi rambut habis bangun tidur nih cantik mantul deh febby nathania elvarette teman kebo
sadness,"Masih galau jg sih tp solusi utama ku sih bikin target & rencana, mau ngapain aja di umur sekian. Trus fokus pada usaha utk mencapai itu, biar ga terus kepikiran problem quarter life crisis",masih galau juga sih tapi solusi utama ku sih bikin target rencana mau mengapai saja di umur sekian terus fokus pada usaha untuk mencapai itu biar enggak terus kepikiran problem quarter life crisis,galau sih solusi utama ku sih bikin target rencana mau kapai umur sekian terus fokus usaha capai biar enggak terus pikir problem quarter life crisis
sadness,"Salah seorang teman bertanya, sakit mana dengan sakit hati? Jika sy dapatkan rasa sakit yg sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter, yakinlah sy tak hanya mengatakan ""iya"" saat dia minta maaf. Mungkin akan ada pelajaran buat ia pahami ""sakit"" itu apa",salah seorang teman bertanya sakit mana dengan sakit hati jika saya dapatkan rasa sakit yang sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter yakinlah saya tak hanya mengatakan iya saat dia meminta maaf mungkin akan ada pelajaran buat ia pahami sakit itu apa,salah orang teman tanya sakit mana sakit hati dapat rasa sakit sama patah hati rasa sakit dapat tindak dokter yakin tak kata iya minta maaf mungkin ajar buat paham sakit apa
happy,Dengan melihat langsung blusukan Presiden Jokowi saya bisa simpulkan bahwa ini bukan pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya #JokowiSekaliLagi,dengan melihat langsung blusukan presiden jokowi saya bisa simpulkan bahwa ini bukan pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya,lihat langsung blusukan presiden jokowi simpul bukan citra rupa kerja orang pimpin ayom rakyat
happy,"Yuuuk kita siap2 untuk berihtikaf di malam sepertiga terakhir,mudah2an kita mndpt malam 1000 bulan ,karena thn depan blm tentu ketemu lagi dg bulan yg penuh MAGHFIROH [URL]",yuk kita siap untuk berihtikaf di malam sepertiga terakhirmudahan kita mendapat malam bulan karena tahun depan belum tentu ketemu lagi dengan bulan yang penuh maghfiroh,yuk siap berihtikaf malam tiga terakhirmudahan dapat malam bulan tahun depan ketemu bulan penuh maghfiroh
sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati. sekira nya ga nerimain mah oke. terserah. kalau udah kecewa bakalan bodo amat. serius. atur sendiri,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati sekira nya enggak nerimain mah oke terserah kalau sudah kecewa bakalan bodo amat serius atur sendiri,terkadang duli beri motivasi lebih bikin sakit hati sekira nya enggak nerimain mah oke serah kalau kecewa bakal bodo serius atur sendiri
sadness,"Apapun yg terjadi aku tdk boleh menjadi seorang yg selalu bersedih. Kalo memang mungkin bukan dia yg menginginkan mu, mungkin ada dia luar sna yg msih menginginkan mu.",apapun yang terjadi aku tidak boleh menjadi seorang yang selalu bersedih kalo memang mungkin bukan dia yang menginginkan mu mungkin ada dia luar sana yang masih menginginkan mu,apa jadi aku jadi orang selalu sedih kalo memang mungkin bukan ingin mu mungkin luar sana ingin mu
sadness,... Allah suruh aku tinggal di sebuah kamar Sepetak ruang remang-remang Yang harus kurahasiakan Untuk mengawasiku Tuhan taruh utusan Berdiri di pojokan Sepanjang zaman...,allah suruh aku tinggal di sebuah kamar sepetak ruang remangremang yang harus kurahasiakan untuk mengawasiku tuhan taruh utusan berdiri di pojokan sepanjang zaman,allah suruh aku tinggal buah kamar petak ruang remangremang rahasia awas tuhan taruh utus diri pojok panjang zaman
happy,"Abis makan di bumen, makan sosis padahal aliando blg udah kenyang dan dia mesen sosis mau yang size XL untungnya kosong dan akhirnya yang L. Gilasehhhh lo [USERNAME]",habis makan di bumen makan sosis padahal aliando bilang sudah kenyang dan dia mesen sosis mau yang size xl untungnya kosong dan akhirnya yang l gilasehhhh lo,habis makan bumen makan sosis padahal aliando bilang kenyang mesen sosis mau size xl untung kosong akhir l gilasehhhh lo
anger,[USERNAME] kenapa ya...slalu z obat yg urgent di hapus bpjs?ada penggantinyakah???klo ada sihh gpp...jgn kr alasan rugi terus abat2yg diperlukan diHAPUS.,kenapa yaslalu saja obat yang urgent di hapus bpjsada penggantinyakahklo ada sih gppjgn kira alasan rugi terus abatyg diperlukan dihapus,yaslalu obat urgent hapus bpjsada penggantinyakahklo sih gppjgn kira alas rugi terus abatyg perlu hapus
sadness,aku kan cuman perempuan biasa. kecewa sakit hati patah hati ya akhirnya nangis juga.,aku kan cuman perempuan biasa kecewa sakit hati patah hati ya akhirnya menangis juga,aku kan cuman perempuan biasa kecewa sakit hati patah hati akhir menang
anger,"SEMUA WARGA NTT, SUKA ATAU TIDAK TENTU BANYAK DIANTARA KITA TAK SETUJU KLAIM SEPIHAK & TAK PANTAS DARI [USERNAME] DI [USERNAME] SEBAGAI ""TUHANNYA NUSA TENGGARA TIMUR""([URL] MALAH [USERNAME] DICACI MAKI KARENA BERANI KRITISI TIMSES VBL,[USERNAME] &amp",semua warga ntt suka atau tidak tentu banyak diantara kita tak setuju klaim sepihak tak pantas dari di sebagai tuhannya nusa tenggara timur malah dicaci maki karena berani kritisi timses vbl ,semua warga ntt suka banyak antara tak tuju klaim pihak tak pantas tuhan nusa tenggara timur malah caci maki berani kritisi timses vbl
fear,"Kemudian mulai nyalahin diri sendiri, mulai overthinking, mulai ketakutan sendiri, mulai cemas, stress, deg-degan parno kena penyakit.... Gitu-gitu aja siklus gue",kemudian mulai menyalahkan diri sendiri mulai overthinking mulai ketakutan sendiri mulai cemas stres degdegan parno kena penyakit gitugitu saja siklus gue,kemudian mulai salah diri sendiri mulai overthinking mulai takut sendiri mulai cemas stres degdegan parno kena sakit gitugitu siklus gue
fear,"[USERNAME] Nyata, black campaign itu ada, dan terjadi di negeri ini. Miris sekaligus ngeri, bila memperoleh jabatan hasil dari fitnah dan bohong.",nyata black campaign itu ada dan terjadi di negeri ini miris sekaligus ngeri bila memperoleh jabatan hasil dari fitnah dan bohong,nyata black campaign jadi negeri miris sekaligus ngeri bila oleh jabat hasil fitnah bohong
anger,"[USERNAME] [USERNAME] [USERNAME] kalo gw sebagai cewek,tuk ngasih tau jg ke rang orang..nih cowok yg suka gampangin cewek,jd biar ciwi2 diluar sn yg baik2 waspada,kl yg emang suka digituin ya terserah ya,org biasa gak populer juga ada kok yg bikin sep",kalo gue sebagai cewektuk mengasih tau juga ke rang orangnih cowok yang suka gampangin cewekjd biar ciwi diluar sn yang baik waspadakl yang memang suka dibegitukan ya terserah yaorg biasa enggak populer juga ada kok yang bikin sep,kalo gue cewektuk asih tau rang orangnih cowok suka gampangin cewekjd biar ciwi luar sn baik waspadakl memang suka begitu serah yaorg biasa enggak populer kok bikin sep
anger,"Terus, tolong dong hargai privasi. Kalaupun gue jelasin semuanya ke kalian, kalian tu ga bakalan ngerti juga. Kalian berpikiran dr sudut pandang kalian sendiri, bukan dari sudut pandang gue ataupun si x, sahabat gue Jadi udahlah.",terus tolong dong hargai privasi kalaupun gue jelasin semuanya ke kalian kalian itu enggak bakalan mengerti juga kalian berpikiran dari sudut pandang kalian sendiri bukan dari sudut pandang gue ataupun sih kali sahabat gue jadi sudahlah,terus dong harga privasi kalaupun gue jelasin semua kalian kalian enggak bakal erti kalian pikir sudut pandang kalian sendiri bukan sudut pandang gue atau sih kali sahabat gue jadi sudah
sadness,"Makin dewasa kamu, semakin malas kamu dengan hal-hal yang terlalu banyak drama. Pertemanan penuh drama, hubungan asmara penuh drama. Sebab kamu tahu, pekerjaanmu lebih penting dari pada semua drama-drama melelahkan itu. *Boycandra",makin dewasa kamu semakin malas kamu dengan halhal yang terlalu banyak drama pertemanan penuh drama hubungan asmara penuh drama sebab kamu tahu pekerjaanmu lebih penting dari pada semua dramadrama melelahkan itu boycandra,makin dewasa kamu makin malas kamu halhal terlalu banyak drama teman penuh drama hubung asmara penuh drama kamu tahu kerja lebih penting semua dramadrama lelah boycandra
happy,"Setelah pertandingan, Pak Seno yang biasanya keras dan cuek memyambut kami dengan hangat. ""Kalian bertanding dengan hebat, ini pertama kalinya tim provinsi kita berada di babak ini. Pak bangga dengan kalian"".",setelah pertandingan pak seno yang biasanya keras dan cuek memyambut kami dengan hangat kalian bertanding dengan hebat ini pertama kalinya tim provinsi kita berada di babak ini pak bangga dengan kalian,tanding pak seno biasa keras cuek memyambut hangat kalian tanding hebat pertama kali tim provinsi ada babak pak bangga kalian
fear,"[USERNAME] Aku gak salah bila mohon pd [USERNAME], segera Perintahkan MENKES utk menambah Ruangan Khusus ""Sakit Jiwa"" pd stiap Rmh Sakit. Sbab, tdk menutup kemungkinan, USAI PILPRES, stiap Rmh Sakit akan dibanjiri Pasien ""Sakit Jiwa"". Tanda2 kearah sana",aku enggak salah bila mohon pada segera perintahkan menkes untuk menambah ruangan khusus sakit jiwa pada setiap rumah sakit sbab tidak menutup kemungkinan usai pilpres setiap rumah sakit akan dibanjiri pasien sakit jiwa tanda kearah sana,aku enggak salah bila mohon segera perintah menkes tambah ruang khusus sakit jiwa rumah sakit sbab tutup mungkin usai pilpres rumah sakit banjir pasien sakit jiwa tanda arah sana
sadness,"Males packing tiap mau pergi tuh plg males kalo suruh packing,pgnnya bs punya tongkat sihir trus lgsg masukin barang2ny k koper dgn rapi",malas packing tiap mau pergi tuh pulang malas kalo suruh packingpgnnya bisa punya tongkat sihir terus langsung memasuki barangny ke koper dengan rapi,malas packing tiap mau pergi tuh pulang malas kalo suruh packingpgnnya punya tongkat sihir terus langsung pasuk barangny koper rapi
happy,"Perkembangan teknologi nggak akan ada habisnya deh. Semakin lama, manusia akan terus-menerus berinovasi bagi teknologi termasuk koneksi internet. Positifnya, hal tersebut pasti bisa membantu dan mempermudah pekerjaan manusia.",perkembangan teknologi enggak akan ada habisnya deh semakin lama manusia akan terusmenerus berinovasi bagi teknologi termasuk koneksi internet positifnya hal tersebut pasti bisa membantu dan mempermudah pekerjaan manusia,kembang teknologi enggak habis deh makin lama manusia terusmenerus inovasi teknologi masuk koneksi internet positif sebut bantu mudah kerja manusia
fear,"Lu gatau anjir rasanya takut sampe gemeteran, paralyzed, gabisa mikir. Gila sih. Gua jg ga ngeexpect gua bakal kaya gitu. Trs gua sm temen temen gua cm bisa panik barengan",lu enggak tau anjir rasanya takut sampai gemeteran paralyzed enggak bisa mikir gila sih gua juga enggak ngeexpect gua bakal kayak begitu terus gua sama teman teman gua cuma bisa panik barengan,lu enggak tau anjir rasa takut gemeteran paralyzed enggak bisa mikir gila sih gua enggak ngeexpect gua bakal kayak terus gua sama teman teman gua cuma panik bareng
fear,"kejadian malam ini, pulang jam 00.25 langsung ganti baju terus mau cuci muka pas baru selesai cuci muka di kmd pas lagi handukin muka tbtb ada suara ""tolong"" dibelakang aku persis. ini udah terjadi beberapa kali sesring itu kirakira ada apa ya serem bgt lamalama keganggu juga",kejadian malam ini pulang jam langsung ganti baju terus mau cuci muka pas baru selesai cuci muka di kmd pas lagi handukin muka tbtb ada suara tolong dibelakang aku persis ini sudah terjadi beberapa kali sesring itu kirakira ada apa ya seram banget lamalama keganggu juga,jadi malam pulang jam langsung ganti baju terus mau cuci muka pas baru selesai cuci muka kmd pas handukin muka tbtb suara belakang aku persis jadi beberapa kali sesring kirakira apa seram banget lamalama ganggu
fear,"[USERNAME] [USERNAME] [USERNAME] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL]",tidak disemua tempat kita boleh melaksanakan sholat salah satunya di bangunan yang didirikan untuk kekafiran salah satunya gereja aku berlindung kepada allaah swt dari godaan setan yang terkutuk,semua tempat laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk
happy,"Ustad [USERNAME] saya ingin bertanya, Apakah mereka ini ustad yang mengajari? Saya jadi curiga, karena saya ulang2 video ini tapi tetep ngakak",ustad saya ingin bertanya apakah mereka ini ustad yang mengajari saya jadi curiga karena saya ulang video ini tapi tetap mengakak,ustad tanya ustad ajar jadi curiga ulang video tetap akak
love,"[C48] sayang banget sama na goeun :"") hatinya baik banget, tetep ikhlas ajarin yuri padahal dia juga pengen banget jadi main vocal. You win my heart goeun",sih sayang banget sama nya goeun hatinya baik banget tetap ikhlas ajarkan yuri padahal dia juga pengin banget jadi main vocal you win my heart goeun,sih sayang banget sama nya goeun hati baik banget tetap ikhlas ajar yuri padahal pengin banget jadi main vocal win heart goeun
sadness,"waktu yg kamu tentukan itu membuat ak ingin mundur, maafkan aku, maafkan smua kt2 bohong ku, smua kt2 yg ku ucp hnyalah kebohongan. Smga hti ini ikhlas ntuk melepaskan dirimu, ak yakin allah sllu ada ntuk dirimu dan diriku.",waktu yang kamu tentukan itu membuat aku ingin mundur maafkan aku maafkan semua kita bohong ku semua kita yang ku ucp hnyalah kebohongan semoga hti ini ikhlas ntuk melepaskan dirimu aku yakin allah selalu ada ntuk dirimu dan diriku,waktu kamu tentu buat aku mundur maaf aku maaf semua bohong ku semua ku ucp hnyalah bohong moga hti ikhlas ntuk lepas diri aku yakin allah selalu ntuk diri diri
love,"Andai saja waktu dalam sehari itu 48 jam bukan 24 jam, Aku akan sangat bahagia, karena lebih banyak waktu untuk memikirkanmu. Aku cinta padamu. -D-",andai saja waktu dalam sehari itu jam bukan jam aku akan sangat bahagia karena lebih banyak waktu untuk memikirkanmu aku cinta padamu di,andai waktu hari jam bukan jam aku sangat bahagia lebih banyak waktu pikir aku cinta pada
fear,Smg bsk ud ada pengumuman baik ya Allah amin lancarkanlah segalanya bener2 deh judulnya skrg tuh w dipenuhi ketidak pastian dan penantian huhuhu bener2 dr berbagai aspek bs tenang aja ga si ni idup,semoga besok sudah ada pengumuman baik ya allah amin lancarkanlah segalanya benar deh judulnya sekarang tuh gue dipenuhi ketidak pastian dan penantian huhuhu benar dari berbagai aspek bisa tenang saja enggak sih nih hidup,moga besok umum baik allah amin lancar segala benar deh judul sekarang tuh gue penuh tidak pasti nanti huhuhu benar bagai aspek tenang enggak sih nih hidup
anger,ga pernah bikin status galau di ig.. sekalinya bikin banyak yg kepoooo... pd sotoyyy.. lgsg jadiin bahan gosip.. sok pangnyaho na weh.. sebel efeklgdatengtamu,enggak pernah bikin status galau di ig sekalinya bikin banyak yang kepoooo pada sotoyyy langsung jadikan bahan gosip sok pangnyaho nya weh sebel efeklgdatengtamu,enggak pernah bikin status galau ig sekali bikin banyak kepoooo sotoyyy langsung jadi bahan gosip sok pangnyaho nya weh sebel efeklgdatengtamu
sadness,"kalo masalah masuk akpolnya sih aku gak tau ya soalnya papaku gak pernah cerita. tapi pacar kakak sepupu aku udah 3tahun nyoba masuk baru tahun ini keterima, walaupun papanya polisi tetep susah masuknya.",kalo masalah masuk akpolnya sih aku enggak tau ya soalnya papaku enggak pernah cerita tapi pacar kakak sepupu aku sudah tahun mencoba masuk baru tahun ini keterima walaupun papanya polisi tetap susah masuknya,kalo masalah masuk akpolnya sih aku enggak tau soal papa enggak pernah cerita pacar kakak sepupu aku tahun coba masuk baru tahun terima walaupun papa polisi tetap susah masuk
love,"Keahlian cewek kalo udah sayang banget . Mempertahankan, . Memperjuangkan, . Menahan rasa sakit hati, . Sabar dan . Setia.",keahlian cewek kalo sudah sayang banget mempertahankan memperjuangkan menahan rasa sakit hati sabar dan setia,ahli cewek kalo sayang banget tahan juang tahan rasa sakit hati sabar setia
sadness,Anak jaman now gatau kalo dulu mau testimonial dibalesnya seminggu mana harus bikin URL :(( skrg pdkt tinggal match no match di kinder senang #RecehkanTwitter,anak jaman now enggak tau kalo dulu mau testimonial dibalesnya seminggu mana harus bikin url sekarang pdkt tinggal match no match di kinder senang,anak jaman now enggak tau kalo dulu mau testimonial dibalesnya minggu mana bikin url sekarang pdkt tinggal match match kinder senang
sadness,"Aku tau didepan mungkin akan ada badai besar, bhkan bisa melenyapkan apa saja tp seperti yg ku yakini salama ini yaitu ketidakmungkinan yg selalu aku semogakan",aku tau didepan mungkin akan ada badai besar bhkan bisa melenyapkan apa saja tapi seperti yang ku yakini salama ini yaitu ketidakmungkinan yang selalu aku semogakan,aku tau depan mungkin badai besar bhkan lenyap apa ku yakin salama ketidakmungkinan selalu aku moga
sadness,"[USERNAME] Cibiru entah kenapa gtu, daya tariknya kenceng banget skrg. Lagi sayang-sayangnya gtu. Tapi apa daya, bentar lagi mau gak mau harus siap ninggalin -_-",cibiru entah kenapa begitu daya tariknya kencang banget sekarang lagi sayangsayangnya begitu tapi apa daya bentar lagi mau enggak mau harus siap meninggalkan,cibiru entah daya tarik kencang banget sekarang sayangsayangnya apa daya bentar mau enggak mau siap tinggal
anger,"Seandainya 2019 jokowi kalah sdh dipastikan : HTI bangsat bangkit, teroris bangsat bangkit, Radikal bangsat bangkit. Semua politik balas dendam bangkit. Yg minoritas ditekan.. mending memisahkan diri dari NKRI.. untuk itu harus 2019tetapJokowi..",seandainya jokowi kalah sudah dipastikan hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yang minoritas ditekan mending memisahkan diri dari nkri untuk itu harus tetapjokowi,anda jokowi kalah pasti hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit minoritas tekan mending pisah diri nkri tetapjokowi
sadness,"Mencoba bikin pudding Percobaan 1, salah bikin ternyata yg kubikin jadinya jelly nutrijell Percobaan 2, kubikin berlapis sama jelly ternyata rasanya plain Percobaan 3, bikin berlapis lagi ternyata nyampur karna belum keras. Apa salah dan dosaku sayang :(",mencoba bikin pudding percobaan salah bikin ternyata yang kubikin jadinya jelly nutrijell percobaan kubikin berlapis sama jelly ternyata rasanya plain percobaan bikin berlapis lagi ternyata nyampur karena belum keras apa salah dan dosaku sayang,coba bikin pudding coba salah bikin nyata bikin jadi jelly nutrijell coba bikin lap sama jelly nyata rasa plain coba bikin lap nyata nyampur keras apa salah dosa sayang
sadness,"Ekspektasi Emak : jangan capek-capek jadi sakit kan ,ya udah istirahat sana Realita Emak : sokorr ,salah mu kakean dolan ,domongi kon nek omah ae angel eram #recehkantwitter",ekspektasi emak jangan capekcapek jadi sakit kan ya sudah istirahat sana realita emak sokorr salah mu kakean dolan domongi kon nek omah saja angel eram,ekspektasi emak jangan capekcapek jadi sakit kan istirahat sana realita emak sokorr salah mu kakean dolan domongi kon nek omah angel eram
sadness,"kalau bagimu kata ""sayang"" tak ada artinya dan boleh diterima siapa saja, sepertinya bukan dengan manusia kau berinteraksi.",kalau bagimu kata sayang tak ada artinya dan boleh diterima siapa saja sepertinya bukan dengan manusia kau berinteraksi,kalau bagi kata sayang tak arti terima siapa seperti bukan manusia kau interaksi
sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.,ada anak sama habis perpisahan atau semacam wisuda sekolah foto bareng sama tementemennya sejawat dengan pakai kebaya lalu di post di ig dengan caption nanti siapa ya yang bakal nikah duluan ku langsung tertunduk lesu dan seraya ingin minum extra joss cuk,anak sama habis pisah macam wisuda sekolah foto bareng sama tementemennya jawat pakai kebaya lalu post ig caption siapa bakal nikah duluan ku langsung tunduk lesu minum extra joss cuk
sadness,"Kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana, kalian bahkan tidak mengajak mereka berkenalan. Berbeda dgn hari-hari sebelumnya. Coba pikirkan, mereka juga gugur, namun mereka menikmati perjalanan kemarin.",kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana kalian bahkan tidak mengajak mereka berkenalan berbeda dengan harihari sebelumnya coba pikirkan mereka juga gugur namun mereka menikmati perjalanan kemarin,kalian sadar banyak sekali orang bus waktu kemarin tuju istana kalian bahkan ajak nal beda harihari belum coba pikir gugur nikmat jalan kemarin
anger,"lo ngehujat dia sama aja lo membiarkan sexual harassment merajalela. goblok. dilecehin malah suruh marah, nolak, maki-maki, ya ga mempan buat pelaku sexual harassment. yang dilakukan via vallen mempengaruhi karir si simic? ya udah resiko simic lah, goblok.",lo menghujat dia sama saja lo membiarkan sexual harassment merajalela goblok dilecehin malah suruh marah nolak makimaki ya enggak mempan buat pelaku sexual harassment yang dilakukan via vallen mempengaruhi karir sih simic ya sudah resiko simic lah goblok,lo hujat sama lo biar sexual harassment rajalela goblok dilecehin malah suruh marah nolak makimaki enggak mempan buat laku sexual harassment laku via vallen pengaruh karir sih simic resiko simic lah goblok
anger,bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah!,bigrt suatu sat saya akan jadikan kamu tempat sampah sama seperti kamu jadin saya tempat sampah,bigrt suatu sat jadi kamu tempat sampah sama kamu jadin tempat sampah
anger,"makanya aku paham kenapa mbak via vallen marah banget ketika dapet dm gitu, dan kenapa malah dibully ??? cewe2 lagi yg bully, apa mereka kalo dapet dm kayak gitu dianggep sebuah pujian kali ya soalnya kalo dia digoda berarti dia menarique ? ew.",makanya aku paham kenapa mbak via vallen marah banget ketika dapat dm begitu dan kenapa malah dibully cewek lagi yang bully apa mereka kalo dapat dm kayak begitu dianggep sebuah pujian kali ya soalnya kalo dia digoda berarti dia menarique ew,makanya aku paham mbak via vallen marah banget dm malah dibully cewek bully apa kalo dm kayak dianggep buah puji kali soal kalo goda arti menarique ew
happy,"Satu lagi, pilihan 'menikah' tidak ada didaftar pilihan. Haha  Jadi, intinya saya ingin membebaskan pikiran saya, pilihan2 hidup saya tanpa intervensi dari pihak manapun.",satu lagi pilihan menikah tidak ada didaftar pilihan haha jadi intinya saya ingin membebaskan pikiran saya pilihan hidup saya tanpa intervensi dari pihak manapun,satu pilih meni daftar pilih haha jadi inti bebas pikir pilih hidup intervensi pihak mana
happy,Makasih doanya genks yg udh dukung ak disini ak gak nyangka bisa maju ke tahan ini maygad makasi juga buat bapak bambang lurah pondok cabe2an yg udh dukung n nonton ak saat ini. Love u genks,terima kasih doanya genks yang sudah dukung aku disini aku enggak menyangka bisa maju ke tahan ini maygad terima kasih juga buat bapak bambang lurah pondok cabean yang sudah dukung n menonton aku saat ini cinta lu genks,terima kasih doa genks dukung aku sini aku enggak sangka maju tahan maygad terima kasih buat bapak bambang lurah pondok cabe dukung n tonton aku cinta lu genks
happy,"untungnya suda menemukan cowok yg sayang bgt sm aku dgn apa adanya aku segala baik bobrokku, yg lbh banyak kurangnya gini.. gabisa ngungkapin apa2 lg selain bersyukur bersyukur dan bersyukur",untungnya sudah menemukan cowok yang sayang banget sama aku dengan apa adanya aku segala baik bobrokku yang lebih banyak kurangnya begini enggak bisa ngungkapin apa lagi selain bersyukur bersyukur dan bersyukur,untung temu cowok sayang banget sama aku apa ada aku segala baik bobrok lebih banyak kurang begini enggak bisa ngungkapin apa syukur syukur syukur
